survived,pclass,age,sibsp,parch,fare,adult_male,alone,embarked_Q,embarked_S,class_Second,age_fare_ratio
1,3,39.0,0,0,7.925,1,1,0,1,0,4.369747899159663
0,3,26.0,0,0,8.05,1,1,0,1,0,2.87292817679558
0,3,21.0,1,0,9.825,0,0,0,1,0,1.9399538106235568
0,3,28.0,1,0,15.85,1,0,0,1,0,1.661721068249258
0,3,20.0,0,0,8.6625,0,1,0,1,0,2.069857697283312
0,2,34.0,1,0,21.0,1,0,0,1,1,1.5454545454545454
0,3,51.0,0,0,7.75,1,1,0,1,0,5.828571428571428
1,2,3.0,1,1,18.75,0,0,0,1,1,0.1518987341772152
0,3,21.0,0,0,7.775,1,1,0,1,0,2.393162393162393
0,3,28.0,3,1,25.4667,0,0,0,1,0,1.057933176406579
0,3,28.0,0,0,7.8958,1,1,0,1,0,3.147552777715326
0,3,28.0,0,0,6.8583,1,1,1,0,0,3.5631116144713233
1,1,33.0,1,0,65.6563,0,0,1,0,0,0.4950769844710852
0,2,28.0,0,0,0.0,1,1,0,1,1,28.0
1,3,44.0,0,0,7.925,1,1,0,1,0,4.929971988795518
0,3,28.0,0,0,8.05,0,1,0,1,0,3.0939226519337013
1,2,34.0,1,1,32.5,0,0,0,1,1,1.0149253731343284
1,2,18.0,0,2,13.0,0,0,0,1,1,1.2857142857142858
0,2,30.0,0,0,13.0,1,1,0,1,1,2.142857142857143
0,3,10.0,0,2,24.15,0,0,0,1,0,0.3976143141153082
0,3,28.0,0,0,7.8958,1,1,0,0,0,3.147552777715326
0,3,21.0,0,0,7.7333,1,1,1,0,0,2.4045893304936277
0,3,29.0,0,0,7.875,1,1,0,1,0,3.267605633802817
0,3,28.0,1,1,14.4,0,0,0,1,0,1.8181818181818181
0,3,18.0,1,1,20.2125,1,0,0,1,0,0.8485562757807897
0,3,28.0,0,0,7.25,1,1,0,1,0,3.393939393939394
1,2,28.0,1,0,26.0,0,0,0,1,1,1.037037037037037
1,2,19.0,0,0,26.0,0,1,0,1,1,0.7037037037037037
0,3,28.0,0,0,7.75,1,1,1,0,0,3.2
1,3,32.0,0,0,8.05,1,1,0,1,0,3.5359116022099446
1,1,28.0,0,0,26.55,1,1,0,1,0,1.0163339382940109
1,3,28.0,1,0,16.1,0,0,0,1,0,1.6374269005847952
1,2,42.0,1,0,26.0,0,0,0,1,1,1.5555555555555556
0,3,17.0,0,0,7.125,1,1,0,1,0,2.0923076923076924
0,1,50.0,1,0,55.9,1,0,0,1,0,0.8787346221441125
1,1,14.0,1,2,65.6563,0,0,0,1,0,0.2100326600786422
0,3,21.0,2,2,34.375,0,0,0,1,0,0.5936395759717314
1,2,24.0,2,3,18.75,0,0,0,1,1,1.2151898734177216
0,1,54.5,1,4,65.6563,1,0,0,1,0,0.8176271410204287
0,2,31.0,0,0,10.5,1,1,0,1,1,2.6956521739130435
1,2,45.0,1,1,26.25,0,0,0,1,1,1.651376146788991
0,3,20.0,0,0,9.5,1,1,0,1,0,1.9047619047619047
0,3,25.0,1,0,7.775,1,0,0,1,0,2.849002849002849
1,2,28.0,0,0,13.0,0,1,0,1,1,2.0
1,3,28.0,0,0,8.1125,1,1,0,1,0,3.072702331961591
1,1,4.0,0,2,65.6563,0,0,0,1,0,0.060009331451040634
1,2,13.0,0,1,19.5,0,0,0,1,1,0.6341463414634146
1,1,34.0,0,0,26.55,1,1,0,1,0,1.234119782214156
1,3,5.0,2,1,19.2583,0,0,0,0,0,0.24681241762635564
1,1,52.0,0,0,30.5,1,1,0,1,0,1.6507936507936507
0,2,36.0,1,2,27.75,1,0,0,1,1,1.2521739130434784
0,3,28.0,1,0,19.9667,1,0,0,1,0,1.3354509770254737
0,1,30.0,0,0,27.75,1,1,0,0,0,1.0434782608695652
1,1,49.0,1,0,65.6563,1,0,0,0,0,0.7351143102752478
0,3,28.0,0,0,8.05,1,1,0,1,0,3.0939226519337013
1,3,29.0,0,0,7.8958,1,1,0,0,0,3.2599653769194448
0,1,54.5,0,0,26.55,1,1,0,1,0,1.9782214156079854
1,1,28.0,1,0,51.8625,0,0,0,1,0,0.5296760463466541
1,2,50.0,0,0,10.5,0,1,0,1,1,4.3478260869565215
0,3,28.0,0,0,7.75,1,1,1,0,0,3.2
1,1,48.0,0,0,26.55,1,1,0,1,0,1.7422867513611615
0,3,34.0,0,0,8.05,1,1,0,1,0,3.756906077348066
0,1,47.0,0,0,38.5,1,1,0,1,0,1.1898734177215189
0,2,48.0,0,0,13.0,1,1,0,1,1,3.4285714285714284
0,3,28.0,0,0,8.05,1,1,0,1,0,3.0939226519337013
0,3,38.0,0,0,7.05,1,1,0,1,0,4.720496894409937
0,2,28.0,0,0,0.0,1,1,0,1,1,28.0
0,1,54.5,0,0,26.55,1,1,0,1,0,1.9782214156079854
0,3,28.0,0,0,7.725,1,1,1,0,0,3.209169054441261
1,3,2.5,2,1,19.2583,0,0,0,0,0,0.12340620881317782
0,3,28.0,0,0,7.25,1,1,0,1,0,3.393939393939394
0,3,38.0,0,0,8.6625,1,1,0,1,0,3.9327296248382924
1,2,33.0,1,2,27.75,0,0,0,1,1,1.1478260869565218
1,2,23.0,0,0,13.7917,0,1,0,0,1,1.5549260734060317
0,3,22.0,0,0,9.8375,0,1,0,1,0,2.029988465974625
0,1,28.0,0,0,52.0,1,1,0,1,0,0.5283018867924528
0,2,34.0,1,0,21.0,1,0,0,1,1,1.5454545454545454
0,3,29.0,1,0,7.0458,1,0,0,1,0,3.6043650103159415
0,3,22.0,0,0,7.5208,1,1,0,1,0,2.581917190874096
1,3,2.5,0,1,12.2875,0,0,0,1,0,0.18814675446848542
0,3,9.0,5,2,46.9,0,0,0,1,0,0.18789144050104384
0,2,28.0,0,0,0.0,1,1,0,1,1,28.0
0,3,50.0,0,0,8.05,1,1,0,1,0,5.524861878453038
1,3,54.5,0,0,9.5875,0,1,0,1,0,5.147579693034238
1,1,25.0,1,0,65.6563,1,0,0,0,0,0.375058321569004
0,3,28.0,3,1,25.4667,0,0,0,1,0,1.057933176406579
1,1,35.0,1,0,65.6563,0,0,0,1,0,0.5250816501966056
0,1,54.5,0,0,29.7,1,1,0,0,0,1.7752442996742672
0,3,30.0,0,0,8.05,1,1,0,1,0,3.3149171270718227
1,3,9.0,1,1,15.9,0,0,0,1,0,0.5325443786982249
0,3,28.0,1,0,19.9667,1,0,0,1,0,1.3354509770254737
0,3,21.0,0,0,7.25,1,1,0,1,0,2.5454545454545454
0,1,54.5,0,0,30.5,1,1,0,1,0,1.7301587301587302
0,1,54.5,0,0,49.5042,1,1,0,0,0,1.0791181723500225
0,3,21.0,0,0,8.05,1,1,0,1,0,2.320441988950276
0,3,28.0,0,0,14.4583,1,1,0,0,0,1.8113246605383517
1,1,54.0,1,0,65.6563,0,0,0,0,0,0.8101259745890486
0,3,28.0,0,0,15.1,1,1,0,1,0,1.7391304347826086
0,1,25.0,1,2,65.6563,0,0,0,1,0,0.375058321569004
0,3,24.0,0,0,7.7958,1,1,0,1,0,2.7285750017053596
0,3,17.0,0,0,8.6625,1,1,0,1,0,1.7593790426908151
0,3,21.0,0,0,7.75,0,1,1,0,0,2.4
0,3,28.0,0,0,7.6292,0,1,1,0,0,3.2447967366615673
0,3,37.0,0,0,9.5875,0,1,0,1,0,3.4946871310507674
1,1,16.0,0,0,65.6563,0,1,0,1,0,0.24003732580416254
0,1,18.0,1,0,65.6563,1,0,0,0,0,0.27004199152968283
1,2,33.0,0,2,26.0,0,0,0,1,1,1.2222222222222223
1,1,28.0,0,0,26.55,1,1,0,1,0,1.0163339382940109
0,3,28.0,0,0,22.525,1,1,0,1,0,1.1902231668437833
1,3,26.0,0,0,56.4958,1,1,0,1,0,0.45220694381154797
1,3,29.0,0,0,7.75,1,1,1,0,0,3.3142857142857145
0,3,28.0,0,0,8.05,1,1,0,1,0,3.0939226519337013
1,1,36.0,0,0,26.2875,1,1,0,1,0,1.3192853870819972
1,1,54.0,1,0,59.4,0,0,0,0,0,0.8940397350993378
0,3,24.0,0,0,7.4958,1,1,0,1,0,2.824925257185904
0,1,47.0,0,0,34.0208,1,1,0,1,0,1.3420595760233918
1,2,34.0,0,0,10.5,0,1,0,1,1,2.9565217391304346
0,3,28.0,0,0,24.15,1,1,1,0,0,1.1133200795228628
1,2,36.0,1,0,26.0,0,0,0,1,1,1.3333333333333333
0,3,32.0,0,0,7.8958,1,1,0,1,0,3.597203174531801
1,1,30.0,0,0,65.6563,0,1,0,1,0,0.4500699858828048
0,3,22.0,0,0,7.8958,1,1,0,1,0,2.4730771824906133
0,3,28.0,0,0,7.225,1,1,0,0,0,3.404255319148936
1,1,44.0,0,1,57.9792,0,0,0,0,0,0.7460257175410993
0,3,28.0,0,0,7.2292,1,1,0,0,0,3.4025178632187822
0,3,40.5,0,0,7.75,1,1,1,0,0,4.628571428571429
1,2,50.0,0,0,10.5,0,1,0,1,1,4.3478260869565215
0,1,28.0,0,0,65.6563,1,1,0,1,0,0.4200653201572844
0,3,39.0,0,0,7.925,1,1,0,1,0,4.369747899159663
0,2,23.0,2,1,11.5,1,0,0,1,1,1.84
1,2,2.5,1,1,26.0,0,0,0,1,1,0.09259259259259259
0,3,28.0,0,0,7.2292,1,1,0,0,0,3.4025178632187822
0,3,17.0,1,1,7.2292,1,0,0,0,0,2.065814416954261
1,3,28.0,0,2,22.3583,0,0,0,0,0,1.1987173724115197
0,3,30.0,0,0,8.6625,0,1,0,1,0,3.1047865459249677
1,2,7.0,0,2,26.25,0,0,0,1,1,0.25688073394495414
0,1,45.0,0,0,26.55,1,1,0,1,0,1.6333938294010888
1,1,30.0,0,0,65.6563,0,1,0,0,0,0.4500699858828048
0,3,28.0,0,0,14.5,1,1,0,1,0,1.8064516129032258
1,1,22.0,0,2,49.5,0,0,0,0,0,0.43564356435643564
1,1,36.0,0,2,65.6563,0,0,0,1,0,0.5400839830593657
0,3,9.0,4,2,31.275,0,0,0,1,0,0.278853601859024
0,3,11.0,4,2,31.275,0,0,0,1,0,0.34082106893880715
1,2,32.0,1,0,26.0,1,0,0,1,1,1.1851851851851851
0,1,50.0,1,0,65.6563,1,0,0,0,0,0.750116643138008
0,1,54.5,0,0,26.0,1,1,0,1,0,2.0185185185185186
1,2,19.0,1,0,26.0,0,0,0,1,1,0.7037037037037037
1,2,28.0,0,0,13.8625,1,1,0,0,1,1.8839360807401178
0,3,33.0,1,1,20.525,1,0,0,1,0,1.5331010452961673
1,2,8.0,1,1,36.75,0,0,0,1,1,0.2119205298013245
1,1,17.0,0,2,65.6563,1,0,0,0,0,0.2550396586669227
0,2,27.0,0,0,26.0,1,1,0,1,1,1.0
0,3,28.0,0,0,7.8292,1,1,1,0,0,3.17129524758755
1,3,22.0,0,0,7.225,1,1,0,0,0,2.674772036474164
1,3,22.0,0,0,7.775,0,1,0,1,0,2.507122507122507
0,1,54.5,0,0,26.55,1,1,0,1,0,1.9782214156079854
1,1,48.0,1,0,39.6,0,0,0,0,0,1.1822660098522166
0,1,28.0,0,0,65.6563,1,1,0,0,0,0.4200653201572844
1,1,39.0,1,1,65.6563,0,0,0,1,0,0.5850909816476462
1,3,36.0,1,0,17.4,0,0,0,1,0,1.956521739130435
0,3,28.0,0,0,7.75,1,1,1,0,0,3.2
0,3,40.0,0,0,7.8958,1,1,0,1,0,4.496503968164752
0,2,28.0,0,0,13.5,1,1,0,1,1,1.9310344827586208
0,3,28.0,0,0,8.05,1,1,0,1,0,3.0939226519337013
0,3,28.0,0,0,8.05,0,1,0,1,0,3.0939226519337013
0,3,24.0,2,0,24.15,1,0,0,1,0,0.9542743538767396
0,3,19.0,0,0,7.8958,1,1,0,1,0,2.1358393848782566
0,3,29.0,0,4,21.075,0,0,0,1,0,1.3137032842582106
0,3,28.0,0,0,7.2292,1,1,0,0,0,3.4025178632187822
1,3,32.0,0,0,7.8542,1,1,0,1,0,3.6141040410200813
1,2,54.5,0,0,10.5,1,1,0,1,1,4.739130434782608
1,1,53.0,2,0,51.4792,0,0,0,1,0,1.0099239317672526
1,1,36.0,0,0,26.3875,1,1,0,1,0,1.3144682793245095
1,3,28.0,0,0,7.75,0,1,1,0,0,3.2
0,3,16.0,0,0,8.05,1,1,0,1,0,1.7679558011049723
0,3,19.0,0,0,14.5,1,1,0,1,0,1.2258064516129032
1,2,34.0,0,0,13.0,0,1,0,1,1,2.4285714285714284
1,1,39.0,1,0,55.9,0,0,0,1,0,0.6854130052724078
0,3,28.0,1,0,14.4583,0,0,0,0,0,1.8113246605383517
1,3,32.0,0,0,7.925,1,1,0,1,0,3.5854341736694675
1,2,25.0,1,1,30.0,0,0,0,1,1,0.8064516129032258
1,1,39.0,1,1,65.6563,0,0,0,0,0,0.5850909816476462
0,2,54.0,0,0,26.0,1,1,0,1,1,2.0
0,1,36.0,0,0,40.125,1,1,0,0,0,0.8753799392097265
0,3,28.0,0,0,8.7125,1,1,0,0,0,2.8828828828828827
1,1,18.0,0,2,65.6563,0,0,0,1,0,0.27004199152968283
0,2,47.0,0,0,15.0,1,1,0,1,1,2.9375
1,1,54.5,1,1,65.6563,1,0,0,0,0,0.8176271410204287
0,3,22.0,0,0,8.05,1,1,0,1,0,2.430939226519337
0,3,28.0,0,0,8.05,1,1,0,1,0,3.0939226519337013
0,3,35.0,0,0,7.125,1,1,0,1,0,4.3076923076923075
1,1,52.0,1,0,65.6563,0,0,0,0,0,0.7801213088635283
0,3,47.0,0,0,7.25,1,1,0,1,0,5.696969696969697
0,3,28.0,0,2,7.75,0,0,1,0,0,3.2
0,2,37.0,1,0,26.0,1,0,0,1,1,1.3703703703703705
0,3,36.0,1,1,24.15,1,0,0,1,0,1.4314115308151094
1,2,28.0,0,0,33.0,0,1,0,1,1,0.8235294117647058
0,3,49.0,0,0,0.0,1,1,0,1,0,49.0
0,3,28.0,0,0,7.225,1,1,0,0,0,3.404255319148936
1,1,49.0,1,0,56.9292,1,0,0,0,0,0.8458601189037652
1,2,24.0,2,1,27.0,0,0,0,1,1,0.8571428571428571
0,3,28.0,0,0,7.8958,1,1,0,1,0,3.147552777715326
0,1,28.0,0,0,42.4,1,1,0,1,0,0.6451612903225806
0,3,44.0,0,0,8.05,1,1,0,1,0,4.861878453038674
1,1,35.0,0,0,26.55,1,1,0,0,0,1.2704174228675136
0,3,36.0,1,0,15.55,1,0,0,1,0,2.175226586102719
0,3,30.0,0,0,7.8958,1,1,0,1,0,3.3723779761235635
1,1,27.0,0,0,30.5,1,1,0,1,0,0.8571428571428571
1,2,22.0,1,2,41.5792,0,0,0,0,1,0.5166842026153615
1,1,40.0,0,0,65.6563,0,1,0,1,0,0.6000933145104064
0,3,39.0,1,5,31.275,0,0,0,1,0,1.2083656080557708
0,3,28.0,0,0,7.05,1,1,0,1,0,3.4782608695652173
1,3,28.0,1,0,15.5,0,0,1,0,0,1.696969696969697
0,3,28.0,0,0,7.75,1,1,1,0,0,3.2
0,3,35.0,0,0,8.05,1,1,0,1,0,3.867403314917127
1,2,24.0,1,2,65.0,0,0,0,1,1,0.36363636363636365
0,3,34.0,1,1,14.4,1,0,0,1,0,2.207792207792208
0,3,26.0,1,0,16.1,0,0,0,1,0,1.5204678362573099
1,2,4.0,2,1,39.0,0,0,0,1,1,0.1
0,2,26.0,0,0,10.5,1,1,0,1,1,2.260869565217391
0,3,27.0,1,0,14.4542,1,0,0,0,0,1.7470978763054703
1,1,42.0,1,0,52.5542,1,0,0,1,0,0.7842522155125088
1,3,20.0,1,1,15.7417,1,0,0,0,0,1.1946218125996761
0,3,21.0,0,0,7.8542,1,1,0,1,0,2.3717557769194286
0,3,21.0,0,0,16.1,1,1,0,1,0,1.2280701754385963
0,1,54.5,0,0,32.3208,1,1,0,1,0,1.635614991236705
0,2,54.5,0,0,12.35,1,1,1,0,1,4.082397003745318
1,1,21.0,0,0,65.6563,0,1,0,1,0,0.31504899011796333
0,3,26.0,0,0,7.8958,1,1,0,1,0,2.922727579307088
0,3,28.0,0,0,7.7333,1,1,1,0,0,3.206119107324837
1,1,54.5,0,0,30.0,1,1,0,1,0,1.7580645161290323
0,3,51.0,0,0,7.0542,1,1,0,1,0,6.332100022348588
1,1,32.0,0,0,30.5,1,1,0,0,0,1.0158730158730158
0,1,28.0,0,0,0.0,1,1,0,1,0,28.0
0,3,9.0,3,2,27.9,0,0,0,1,0,0.31141868512110726
1,2,28.0,0,0,13.0,0,1,0,1,1,2.0
0,3,32.0,0,0,7.925,1,1,0,1,0,3.5854341736694675
0,2,31.0,1,1,26.25,1,0,0,1,1,1.1376146788990826
0,3,41.0,0,5,39.6875,0,0,0,1,0,1.0076804915514592
0,3,28.0,1,0,16.1,1,0,0,1,0,1.6374269005847952
0,3,20.0,0,0,7.8542,1,1,0,1,0,2.258815025637551
1,1,24.0,0,0,65.6563,0,1,0,0,0,0.36005598870624383
0,3,2.5,3,2,27.9,0,0,0,1,0,0.08650519031141869
1,3,28.0,0,0,56.4958,1,1,0,1,0,0.4869920933355132
1,3,2.5,2,1,19.2583,0,0,0,0,0,0.12340620881317782
1,1,48.0,1,0,65.6563,1,0,0,0,0,0.7201119774124877
0,3,19.0,0,0,7.8958,1,1,0,1,0,2.1358393848782566
1,1,54.5,0,0,35.5,1,1,0,0,0,1.4931506849315068
0,3,28.0,0,0,7.55,1,1,0,1,0,3.2748538011695905
1,3,23.0,0,0,7.55,0,1,0,1,0,2.6900584795321634
0,3,28.0,0,0,7.8958,1,1,0,1,0,3.147552777715326
1,2,18.0,0,1,23.0,0,0,0,1,1,0.75
0,3,21.0,0,0,8.4333,1,1,0,1,0,2.2261562761705873
1,3,28.0,0,0,7.8292,0,1,1,0,0,3.17129524758755
0,3,18.0,0,0,6.75,0,1,1,0,0,2.3225806451612905
0,2,24.0,2,0,65.6563,1,0,0,1,1,0.36005598870624383
0,3,28.0,0,0,7.8958,1,1,0,1,0,3.147552777715326
0,3,32.0,1,1,15.5,0,0,1,0,0,1.9393939393939394
0,2,23.0,0,0,13.0,1,1,0,1,1,1.6428571428571428
0,1,54.5,0,2,65.6563,1,0,0,0,0,0.8176271410204287
1,1,50.0,2,0,65.6563,1,0,0,1,0,0.750116643138008
0,3,40.0,0,0,7.225,1,1,0,0,0,4.86322188449848
0,1,47.0,0,0,25.5875,1,1,0,1,0,1.7677480018805831
0,3,36.0,0,0,7.4958,1,1,0,1,0,4.237387885778856
1,3,20.0,1,0,7.925,1,0,0,1,0,2.2408963585434174
0,2,32.0,2,0,65.6563,1,0,0,1,1,0.4800746516083251
0,2,25.0,0,0,13.0,1,1,0,1,1,1.7857142857142858
0,3,28.0,0,0,7.775,1,1,0,1,0,3.190883190883191
0,3,43.0,0,0,8.05,1,1,0,1,0,4.751381215469613
1,1,28.0,1,0,52.0,0,0,0,1,0,0.5283018867924528
1,2,40.0,1,1,39.0,0,0,0,1,1,1.0
0,1,31.0,1,0,52.0,1,0,0,1,0,0.5849056603773585
0,2,54.5,0,0,10.5,1,1,0,1,1,4.739130434782608
1,2,31.0,0,0,13.0,1,1,0,1,1,2.2142857142857144
0,2,28.0,0,0,0.0,1,1,0,1,1,28.0
0,3,18.0,0,0,7.775,1,1,0,1,0,2.051282051282051
0,3,24.5,0,0,8.05,1,1,0,1,0,2.707182320441989
1,3,18.0,0,0,9.8417,0,1,0,1,0,1.6602562328786077
0,3,43.0,1,6,46.9,0,0,0,1,0,0.8977035490605428
1,1,36.0,0,1,65.6563,1,0,0,0,0,0.5400839830593657
0,3,28.0,0,0,8.1375,0,1,1,0,0,3.0642954856361153
1,1,27.0,0,0,65.6563,1,1,0,0,0,0.4050629872945243
0,3,20.0,0,0,9.225,1,1,0,1,0,1.9559902200488999
0,3,14.0,5,2,46.9,0,0,0,1,0,0.29227557411273486
0,2,54.5,1,1,39.0,1,0,0,1,1,1.3625
0,2,25.0,1,2,41.5792,1,0,0,0,1,0.587141139335638
0,3,14.0,4,1,39.6875,0,0,0,1,0,0.34408602150537637
0,3,19.0,0,0,10.1708,1,1,0,1,0,1.7008629641565511
0,3,18.0,0,0,7.7958,1,1,0,1,0,2.0464312512790195
1,1,15.0,0,1,65.6563,0,0,0,1,0,0.2250349929414024
1,1,31.0,1,0,57.0,1,0,0,1,0,0.5344827586206896
1,3,4.0,0,1,13.4167,0,0,0,0,0,0.2774560058820673
1,3,28.0,0,0,56.4958,1,1,0,1,0,0.4869920933355132
0,3,25.0,0,0,7.225,1,1,0,0,0,3.0395136778115504
0,1,54.5,0,0,26.55,1,1,0,1,0,1.9782214156079854
0,2,52.0,0,0,13.5,1,1,0,1,1,3.586206896551724
0,3,44.0,0,0,8.05,1,1,0,1,0,4.861878453038674
1,3,28.0,0,0,7.7333,0,1,1,0,0,3.206119107324837
0,1,49.0,1,1,65.6563,1,0,0,0,0,0.7351143102752478
0,3,42.0,0,0,7.65,1,1,0,1,0,4.855491329479769
1,1,18.0,1,0,65.6563,0,0,0,0,0,0.27004199152968283
1,1,35.0,0,0,26.2875,1,1,0,1,0,1.2826385707741639
0,3,18.0,0,1,14.4542,0,0,0,0,0,1.1647319175369801
0,3,25.0,0,0,7.7417,1,1,1,0,0,2.859855634487571
0,3,26.0,1,0,7.8542,1,0,0,1,0,2.936459533328816
0,2,39.0,0,0,26.0,1,1,0,1,1,1.4444444444444444
1,2,45.0,0,0,13.5,0,1,0,1,1,3.103448275862069
1,1,42.0,0,0,26.2875,1,1,0,1,0,1.5391662849289967
1,1,22.0,0,0,65.6563,0,1,0,1,0,0.3300513229807235
1,3,28.0,1,1,15.2458,1,0,0,0,0,1.723522387324724
1,1,24.0,0,0,49.5042,0,1,0,0,0,0.4752080025027622
0,1,28.0,0,0,26.55,1,1,0,1,0,1.0163339382940109
1,1,48.0,1,0,52.0,1,0,0,1,0,0.9056603773584906
0,3,29.0,0,0,9.4833,1,1,0,1,0,2.766304503352952
0,2,52.0,0,0,13.0,1,1,0,1,1,3.7142857142857144
0,3,19.0,0,0,7.65,1,1,0,1,0,2.1965317919075145
1,1,38.0,0,0,65.6563,0,1,0,0,0,0.5700886487848861
1,2,27.0,0,0,10.5,0,1,0,1,1,2.347826086956522
0,3,28.0,0,0,15.5,1,1,1,0,0,1.696969696969697
0,3,33.0,0,0,7.775,1,1,0,1,0,3.7606837606837606
1,2,6.0,0,1,33.0,0,0,0,1,1,0.17647058823529413
0,3,17.0,1,0,7.0542,1,0,0,1,0,2.1107000074495295
0,2,34.0,0,0,13.0,1,1,0,1,1,2.4285714285714284
0,2,50.0,0,0,13.0,1,1,0,1,1,3.5714285714285716
1,1,27.0,1,0,53.1,1,0,0,1,0,0.49907578558225507
0,3,20.0,0,0,8.6625,1,1,0,1,0,2.069857697283312
1,2,30.0,3,0,21.0,0,0,0,1,1,1.3636363636363635
1,3,28.0,0,0,7.7375,0,1,1,0,0,3.204577968526466
0,2,25.0,1,0,26.0,1,0,0,1,1,0.9259259259259259
0,3,25.0,1,0,7.925,0,0,0,1,0,2.8011204481792715
1,1,29.0,0,0,65.6563,0,1,0,1,0,0.43506765302004463
0,3,11.0,0,0,18.7875,0,1,0,0,0,0.5559065066329754
0,2,28.0,0,0,0.0,1,1,0,1,1,28.0
0,2,23.0,0,0,13.0,1,1,0,1,1,1.6428571428571428
0,2,23.0,0,0,13.0,1,1,0,1,1,1.6428571428571428
0,3,28.5,0,0,16.1,1,1,0,1,0,1.6666666666666665
0,3,48.0,1,3,34.375,0,0,0,1,0,1.3568904593639577
1,1,35.0,0,0,65.6563,1,1,0,0,0,0.5250816501966056
0,3,28.0,0,0,7.8958,1,1,0,1,0,3.147552777715326
0,3,28.0,0,0,7.8958,1,1,0,1,0,3.147552777715326
1,1,28.0,0,0,30.0,1,1,0,1,0,0.9032258064516129
0,1,36.0,1,0,65.6563,1,0,0,1,0,0.5400839830593657
1,1,21.0,2,2,65.6563,0,0,0,0,0,0.31504899011796333
0,3,24.0,1,0,16.1,1,0,0,1,0,1.4035087719298245
1,3,31.0,0,0,7.925,1,1,0,1,0,3.4733893557422966
0,1,54.5,1,1,65.6563,1,0,0,1,0,0.8176271410204287
0,3,16.0,1,1,20.25,1,0,0,1,0,0.7529411764705882
1,2,30.0,0,0,13.0,0,1,0,1,1,2.142857142857143
0,1,19.0,1,0,53.1,1,0,0,1,0,0.3512014787430684
0,3,31.0,0,0,7.75,1,1,1,0,0,3.5428571428571427
1,2,4.0,1,1,23.0,0,0,0,1,1,0.16666666666666666
1,3,6.0,0,1,12.475,0,0,0,1,0,0.4452690166975881
0,3,33.0,0,0,9.5,1,1,0,1,0,3.142857142857143
0,3,23.0,0,0,7.8958,1,1,0,1,0,2.585489781694732
1,2,48.0,1,2,65.0,0,0,0,1,1,0.7272727272727273
1,2,2.5,1,1,14.5,0,0,0,1,1,0.16129032258064516
0,3,28.0,0,0,7.7958,1,1,0,1,0,3.183337501989586
0,2,18.0,0,0,11.5,1,1,0,1,1,1.44
0,3,34.0,0,0,8.05,1,1,0,1,0,3.756906077348066
1,1,33.0,0,0,65.6563,0,1,0,1,0,0.4950769844710852
0,3,28.0,0,0,14.5,1,1,0,1,0,1.8064516129032258
0,3,41.0,0,0,7.125,1,1,0,1,0,5.046153846153846
1,3,20.0,0,0,7.2292,1,1,0,0,0,2.4303699022991303
1,1,36.0,1,2,65.6563,0,0,0,1,0,0.5400839830593657
0,3,16.0,0,0,7.775,1,1,0,1,0,1.8233618233618234
1,1,51.0,1,0,65.6563,0,0,0,1,0,0.7651189760007681
0,1,28.0,0,0,39.6,1,1,0,0,0,0.689655172413793
0,3,30.5,0,0,7.75,0,1,1,0,0,3.4857142857142858
0,3,28.0,1,0,24.15,1,0,1,0,0,1.1133200795228628
0,3,32.0,0,0,8.3625,1,1,0,1,0,3.4178905206942587
0,3,24.0,0,0,9.5,1,1,0,1,0,2.2857142857142856
0,3,48.0,0,0,7.8542,1,1,0,1,0,5.421156061530122
0,2,54.5,0,0,10.5,0,1,0,1,1,4.739130434782608
0,3,28.0,0,0,7.225,1,1,0,0,0,3.404255319148936
1,2,54.0,1,3,23.0,0,0,0,1,1,2.25
0,3,18.0,0,0,7.75,1,1,0,1,0,2.057142857142857
0,3,28.0,0,0,7.75,1,1,1,0,0,3.2
1,3,5.0,0,0,12.475,0,1,0,1,0,0.3710575139146568
0,3,28.0,0,0,7.7375,1,1,1,0,0,3.204577968526466
1,1,43.0,0,1,65.6563,0,0,0,1,0,0.6451003130986869
1,3,13.0,0,0,7.2292,0,1,0,0,0,1.5797404364944347
1,1,17.0,1,0,57.0,0,0,0,1,0,0.29310344827586204
0,1,29.0,0,0,30.0,1,1,0,1,0,0.9354838709677419
0,3,28.0,1,2,23.45,1,0,0,1,0,1.1451942740286298
0,3,25.0,0,0,7.05,1,1,0,1,0,3.105590062111801
0,3,25.0,0,0,7.25,1,1,0,1,0,3.0303030303030303
1,3,18.0,0,0,7.4958,0,1,0,1,0,2.118693942889428
0,3,8.0,4,1,29.125,0,0,1,0,0,0.26556016597510373
1,3,2.5,1,2,20.575,0,0,0,1,0,0.11587485515643106
0,1,46.0,0,0,65.6563,1,1,0,0,0,0.6901073116869673
0,3,28.0,0,0,7.75,1,1,1,0,0,3.2
0,2,16.0,0,0,26.0,1,1,0,1,1,0.5925925925925926
0,3,28.0,8,2,65.6563,0,0,0,1,0,0.4200653201572844
0,1,28.0,0,0,30.6958,1,1,0,0,0,0.8833978003394772
0,3,25.0,0,0,7.8958,1,1,0,1,0,2.8103149801029694
0,2,39.0,0,0,13.0,1,1,0,1,1,2.7857142857142856
1,1,49.0,0,0,25.9292,0,1,0,1,0,1.8195861741158295
1,3,31.0,0,0,8.6833,0,1,0,1,0,3.201387956585049
0,3,30.0,0,0,7.2292,1,1,0,0,0,3.6455548534486955
0,3,30.0,1,1,24.15,0,0,0,1,0,1.1928429423459246
